ID,Unnamed: 0,diameter,sample,label,injectWell,prot_total,Run,Well,plate,Order
C141Reporter.intensity.27,1062,22.82,PDAC,Reporter.intensity.27,C14,8.67610263260562,dAL_1k_Proto29_46,C14,1.0,46.0
C141Reporter.intensity.28,1063,22.02,Melanoma,Reporter.intensity.28,C14,8.317225015797,dAL_1k_Proto29_46,C14,1.0,46.0
C141Reporter.intensity.29,1064,32.33,Melanoma,Reporter.intensity.29,C14,10.0004308613233,dAL_1k_Proto29_46,C14,1.0,46.0
C141Reporter.intensity.31,1066,28.42,PDAC,Reporter.intensity.31,C14,9.00095775900886,dAL_1k_Proto29_46,C14,1.0,46.0
C141Reporter.intensity.32,1067,28.63,PDAC,Reporter.intensity.32,C14,8.99556224380709,dAL_1k_Proto29_46,C14,1.0,46.0
C141Reporter.intensity.4,1068,25.18,PDAC,Reporter.intensity.4,C14,8.67705034755397,dAL_1k_Proto29_46,C14,1.0,46.0
C141Reporter.intensity.5,1069,25.46,Melanoma,Reporter.intensity.5,C14,9.68057076194534,dAL_1k_Proto29_46,C14,1.0,46.0
C141Reporter.intensity.6,1070,21.32,Monocyte,Reporter.intensity.6,C14,8.21331810369423,dAL_1k_Proto29_46,C14,1.0,46.0
C141Reporter.intensity.7,1071,21.41,Monocyte,Reporter.intensity.7,C14,9.17516096678068,dAL_1k_Proto29_46,C14,1.0,46.0
C141Reporter.intensity.8,1072,24.12,PDAC,Reporter.intensity.8,C14,8.76549285244574,dAL_1k_Proto29_46,C14,1.0,46.0
C141Reporter.intensity.9,1073,18.96,PDAC,Reporter.intensity.9,C14,8.69711101750595,dAL_1k_Proto29_46,C14,1.0,46.0
C151Reporter.intensity.11,1075,19.34,Monocyte,Reporter.intensity.11,C15,8.3692421271745,dAL_1k_Proto29_47,C15,1.0,47.0
C151Reporter.intensity.12,1076,23.93,Monocyte,Reporter.intensity.12,C15,8.63491994518294,dAL_1k_Proto29_47,C15,1.0,47.0
C151Reporter.intensity.13,1077,21.94,PDAC,Reporter.intensity.13,C15,8.79673100598397,dAL_1k_Proto29_47,C15,1.0,47.0
C151Reporter.intensity.14,1078,34.23,Melanoma,Reporter.intensity.14,C15,9.75298846558171,dAL_1k_Proto29_47,C15,1.0,47.0
C151Reporter.intensity.15,1079,22.47,Melanoma,Reporter.intensity.15,C15,8.42069966142442,dAL_1k_Proto29_47,C15,1.0,47.0
C151Reporter.intensity.16,1080,23.96,Melanoma,Reporter.intensity.16,C15,8.54642510114816,dAL_1k_Proto29_47,C15,1.0,47.0
C151Reporter.intensity.17,1081,19.4,Monocyte,Reporter.intensity.17,C15,8.35529323535581,dAL_1k_Proto29_47,C15,1.0,47.0
C151Reporter.intensity.18,1082,19.09,Monocyte,Reporter.intensity.18,C15,8.3020135470138,dAL_1k_Proto29_47,C15,1.0,47.0
C151Reporter.intensity.19,1083,21.97,PDAC,Reporter.intensity.19,C15,8.48778230350311,dAL_1k_Proto29_47,C15,1.0,47.0
C151Reporter.intensity.20,1084,22.5,PDAC,Reporter.intensity.20,C15,8.24691902875328,dAL_1k_Proto29_47,C15,1.0,47.0
C151Reporter.intensity.21,1085,23.36,Melanoma,Reporter.intensity.21,C15,8.61018046051905,dAL_1k_Proto29_47,C15,1.0,47.0
C151Reporter.intensity.22,1086,25.06,Melanoma,Reporter.intensity.22,C15,8.65681586525194,dAL_1k_Proto29_47,C15,1.0,47.0
C151Reporter.intensity.23,1087,18.14,Monocyte,Reporter.intensity.23,C15,8.03534638484244,dAL_1k_Proto29_47,C15,1.0,47.0
C151Reporter.intensity.24,1088,21.59,Monocyte,Reporter.intensity.24,C15,8.29788911540932,dAL_1k_Proto29_47,C15,1.0,47.0
C151Reporter.intensity.25,1089,25.25,PDAC,Reporter.intensity.25,C15,8.55638556738178,dAL_1k_Proto29_47,C15,1.0,47.0
C151Reporter.intensity.26,1090,22.25,Melanoma,Reporter.intensity.26,C15,8.56974144071796,dAL_1k_Proto29_47,C15,1.0,47.0
C151Reporter.intensity.27,1091,22.96,Melanoma,Reporter.intensity.27,C15,8.93886839459013,dAL_1k_Proto29_47,C15,1.0,47.0
C151Reporter.intensity.28,1092,19.99,Monocyte,Reporter.intensity.28,C15,7.9780908309151,dAL_1k_Proto29_47,C15,1.0,47.0
C151Reporter.intensity.29,1093,22.1,PDAC,Reporter.intensity.29,C15,8.75466357490093,dAL_1k_Proto29_47,C15,1.0,47.0
C151Reporter.intensity.30,1094,30.04,PDAC,Reporter.intensity.30,C15,9.08103871061694,dAL_1k_Proto29_47,C15,1.0,47.0
C151Reporter.intensity.31,1095,22.17,PDAC,Reporter.intensity.31,C15,8.41789229337619,dAL_1k_Proto29_47,C15,1.0,47.0
C151Reporter.intensity.32,1096,26.52,Melanoma,Reporter.intensity.32,C15,9.039559795383,dAL_1k_Proto29_47,C15,1.0,47.0
C151Reporter.intensity.4,1097,19.79,Monocyte,Reporter.intensity.4,C15,8.26798634803414,dAL_1k_Proto29_47,C15,1.0,47.0
C151Reporter.intensity.5,1098,24.72,Monocyte,Reporter.intensity.5,C15,9.46947206738726,dAL_1k_Proto29_47,C15,1.0,47.0
C151Reporter.intensity.6,1099,23.18,PDAC,Reporter.intensity.6,C15,8.32997361278336,dAL_1k_Proto29_47,C15,1.0,47.0
C151Reporter.intensity.7,1100,22.71,PDAC,Reporter.intensity.7,C15,9.06344999423533,dAL_1k_Proto29_47,C15,1.0,47.0
C151Reporter.intensity.9,1102,23.45,Melanoma,Reporter.intensity.9,C15,9.03281744186122,dAL_1k_Proto29_47,C15,1.0,47.0
C161Reporter.intensity.10,1103,21.66,Monocyte,Reporter.intensity.10,C16,8.89250502933401,dAL_1k_Proto29_48,C16,1.0,48.0
C161Reporter.intensity.11,1104,25.05,PDAC,Reporter.intensity.11,C16,8.88374017416213,dAL_1k_Proto29_48,C16,1.0,48.0
C161Reporter.intensity.12,1105,22.7,Melanoma,Reporter.intensity.12,C16,8.64141084369049,dAL_1k_Proto29_48,C16,1.0,48.0
C161Reporter.intensity.13,1106,22.15,Melanoma,Reporter.intensity.13,C16,8.49554178431131,dAL_1k_Proto29_48,C16,1.0,48.0
C161Reporter.intensity.14,1107,30.82,Melanoma,Reporter.intensity.14,C16,9.57557308575958,dAL_1k_Proto29_48,C16,1.0,48.0
C161Reporter.intensity.15,1108,19.53,Monocyte,Reporter.intensity.15,C16,8.3115604912088,dAL_1k_Proto29_48,C16,1.0,48.0
C161Reporter.intensity.16,1109,19.43,Monocyte,Reporter.intensity.16,C16,8.09365323187287,dAL_1k_Proto29_48,C16,1.0,48.0
C161Reporter.intensity.17,1110,25.48,PDAC,Reporter.intensity.17,C16,8.82920975358351,dAL_1k_Proto29_48,C16,1.0,48.0
C161Reporter.intensity.18,1111,20.82,PDAC,Reporter.intensity.18,C16,8.27527022444715,dAL_1k_Proto29_48,C16,1.0,48.0
C161Reporter.intensity.19,1112,28.66,Melanoma,Reporter.intensity.19,C16,9.30916565462208,dAL_1k_Proto29_48,C16,1.0,48.0
C161Reporter.intensity.20,1113,22.59,Melanoma,Reporter.intensity.20,C16,8.21588485505046,dAL_1k_Proto29_48,C16,1.0,48.0
C161Reporter.intensity.21,1114,22.4,Monocyte,Reporter.intensity.21,C16,8.59113507564342,dAL_1k_Proto29_48,C16,1.0,48.0
C161Reporter.intensity.22,1115,22.5,Monocyte,Reporter.intensity.22,C16,8.34284858190834,dAL_1k_Proto29_48,C16,1.0,48.0
C161Reporter.intensity.23,1116,29.51,PDAC,Reporter.intensity.23,C16,9.0474627002464,dAL_1k_Proto29_48,C16,1.0,48.0
C161Reporter.intensity.24,1117,28.69,Melanoma,Reporter.intensity.24,C16,9.24532433675966,dAL_1k_Proto29_48,C16,1.0,48.0
C161Reporter.intensity.25,1118,27.75,Melanoma,Reporter.intensity.25,C16,9.15622646206161,dAL_1k_Proto29_48,C16,1.0,48.0
C161Reporter.intensity.26,1119,19.79,Monocyte,Reporter.intensity.26,C16,8.13200247514142,dAL_1k_Proto29_48,C16,1.0,48.0
C161Reporter.intensity.27,1120,24.25,PDAC,Reporter.intensity.27,C16,8.75480815698143,dAL_1k_Proto29_48,C16,1.0,48.0
C161Reporter.intensity.29,1122,22.06,PDAC,Reporter.intensity.29,C16,8.43445223910215,dAL_1k_Proto29_48,C16,1.0,48.0
C161Reporter.intensity.31,1124,21.12,Monocyte,Reporter.intensity.31,C16,8.18470147422246,dAL_1k_Proto29_48,C16,1.0,48.0
C161Reporter.intensity.32,1125,20.58,Monocyte,Reporter.intensity.32,C16,8.23701975008181,dAL_1k_Proto29_48,C16,1.0,48.0
C161Reporter.intensity.4,1126,28.55,PDAC,Reporter.intensity.4,C16,9.03657783199082,dAL_1k_Proto29_48,C16,1.0,48.0
C161Reporter.intensity.5,1127,28.3,PDAC,Reporter.intensity.5,C16,9.64863426024785,dAL_1k_Proto29_48,C16,1.0,48.0
C161Reporter.intensity.6,1128,25.34,Melanoma,Reporter.intensity.6,C16,8.5252329534972,dAL_1k_Proto29_48,C16,1.0,48.0
C161Reporter.intensity.7,1129,22.74,Melanoma,Reporter.intensity.7,C16,8.99460440147586,dAL_1k_Proto29_48,C16,1.0,48.0
C161Reporter.intensity.8,1130,19.28,Monocyte,Reporter.intensity.8,C16,8.21909961066104,dAL_1k_Proto29_48,C16,1.0,48.0
C161Reporter.intensity.9,1131,19.07,Monocyte,Reporter.intensity.9,C16,8.4436111629989,dAL_1k_Proto29_48,C16,1.0,48.0
C171Reporter.intensity.10,1132,28.72,PDAC,Reporter.intensity.10,C17,9.20028055871106,dAL_1k_Proto29_49,C17,1.0,49.0
C171Reporter.intensity.11,1133,20.58,PDAC,Reporter.intensity.11,C17,8.2519377199181,dAL_1k_Proto29_49,C17,1.0,49.0
C171Reporter.intensity.12,1134,26.07,Melanoma,Reporter.intensity.12,C17,9.01396091561072,dAL_1k_Proto29_49,C17,1.0,49.0
C171Reporter.intensity.13,1135,28.44,Melanoma,Reporter.intensity.13,C17,8.71616746034463,dAL_1k_Proto29_49,C17,1.0,49.0
C171Reporter.intensity.14,1136,22.44,Monocyte,Reporter.intensity.14,C17,9.12562977435188,dAL_1k_Proto29_49,C17,1.0,49.0
C171Reporter.intensity.15,1137,25.11,Monocyte,Reporter.intensity.15,C17,8.86911010018425,dAL_1k_Proto29_49,C17,1.0,49.0
C171Reporter.intensity.16,1138,20.76,Monocyte,Reporter.intensity.16,C17,7.7298427626578,dAL_1k_Proto29_49,C17,1.0,49.0
C171Reporter.intensity.17,1139,22.17,PDAC,Reporter.intensity.17,C17,8.18239185551207,dAL_1k_Proto29_49,C17,1.0,49.0
C171Reporter.intensity.18,1140,22.06,Melanoma,Reporter.intensity.18,C17,8.19919636382276,dAL_1k_Proto29_49,C17,1.0,49.0
C171Reporter.intensity.19,1141,24.45,Melanoma,Reporter.intensity.19,C17,8.42536786050958,dAL_1k_Proto29_49,C17,1.0,49.0
C171Reporter.intensity.20,1142,27.58,Melanoma,Reporter.intensity.20,C17,9.1716897558607,dAL_1k_Proto29_49,C17,1.0,49.0
C171Reporter.intensity.21,1143,17.46,Monocyte,Reporter.intensity.21,C17,7.94604348919697,dAL_1k_Proto29_49,C17,1.0,49.0
C171Reporter.intensity.22,1144,20.82,Monocyte,Reporter.intensity.22,C17,7.66281115874461,dAL_1k_Proto29_49,C17,1.0,49.0
C171Reporter.intensity.23,1145,27.03,PDAC,Reporter.intensity.23,C17,8.71215807911348,dAL_1k_Proto29_49,C17,1.0,49.0
C171Reporter.intensity.24,1146,22.54,PDAC,Reporter.intensity.24,C17,8.38694737054425,dAL_1k_Proto29_49,C17,1.0,49.0
C171Reporter.intensity.25,1147,25.72,Melanoma,Reporter.intensity.25,C17,8.92052114462512,dAL_1k_Proto29_49,C17,1.0,49.0
C171Reporter.intensity.26,1148,26.47,Melanoma,Reporter.intensity.26,C17,8.94979424414561,dAL_1k_Proto29_49,C17,1.0,49.0
C171Reporter.intensity.27,1149,19.88,Monocyte,Reporter.intensity.27,C17,8.15735200228602,dAL_1k_Proto29_49,C17,1.0,49.0
C171Reporter.intensity.29,1151,23.69,PDAC,Reporter.intensity.29,C17,8.64035821961076,dAL_1k_Proto29_49,C17,1.0,49.0
C171Reporter.intensity.31,1153,24.73,Melanoma,Reporter.intensity.31,C17,8.10050398178519,dAL_1k_Proto29_49,C17,1.0,49.0
C171Reporter.intensity.32,1154,18.59,Monocyte,Reporter.intensity.32,C17,7.98019586348778,dAL_1k_Proto29_49,C17,1.0,49.0
C171Reporter.intensity.4,1155,19.65,PDAC,Reporter.intensity.4,C17,7.82359499082854,dAL_1k_Proto29_49,C17,1.0,49.0
C171Reporter.intensity.5,1156,24.14,PDAC,Reporter.intensity.5,C17,9.43811341673353,dAL_1k_Proto29_49,C17,1.0,49.0
C171Reporter.intensity.6,1157,22.54,PDAC,Reporter.intensity.6,C17,8.17527864628807,dAL_1k_Proto29_49,C17,1.0,49.0
C171Reporter.intensity.7,1158,25.65,Melanoma,Reporter.intensity.7,C17,9.40604826711661,dAL_1k_Proto29_49,C17,1.0,49.0
C171Reporter.intensity.8,1159,21.6,Monocyte,Reporter.intensity.8,C17,8.22170566301601,dAL_1k_Proto29_49,C17,1.0,49.0
C171Reporter.intensity.9,1160,20.86,Monocyte,Reporter.intensity.9,C17,8.54024986545285,dAL_1k_Proto29_49,C17,1.0,49.0
C181Reporter.intensity.10,1161,35.48,Melanoma,Reporter.intensity.10,C18,9.53988418157158,dAL_1k_Proto29_50,C18,1.0,50.0
C181Reporter.intensity.12,1163,26.07,Monocyte,Reporter.intensity.12,C18,9.01184705897376,dAL_1k_Proto29_50,C18,1.0,50.0
C181Reporter.intensity.13,1164,20.7,Monocyte,Reporter.intensity.13,C18,8.4678715272575,dAL_1k_Proto29_50,C18,1.0,50.0
C181Reporter.intensity.14,1165,23.77,Monocyte,Reporter.intensity.14,C18,9.01892112730078,dAL_1k_Proto29_50,C18,1.0,50.0
C181Reporter.intensity.15,1166,20.08,PDAC,Reporter.intensity.15,C18,8.43782727940882,dAL_1k_Proto29_50,C18,1.0,50.0
C181Reporter.intensity.16,1167,24.37,Melanoma,Reporter.intensity.16,C18,8.70275722309975,dAL_1k_Proto29_50,C18,1.0,50.0
C181Reporter.intensity.17,1168,21.8,Melanoma,Reporter.intensity.17,C18,8.17007738253005,dAL_1k_Proto29_50,C18,1.0,50.0
C181Reporter.intensity.18,1169,27.24,Melanoma,Reporter.intensity.18,C18,9.2295359435872,dAL_1k_Proto29_50,C18,1.0,50.0
C181Reporter.intensity.19,1170,21.06,Monocyte,Reporter.intensity.19,C18,8.84845746826169,dAL_1k_Proto29_50,C18,1.0,50.0
C181Reporter.intensity.20,1171,20.94,Monocyte,Reporter.intensity.20,C18,8.2897645968731,dAL_1k_Proto29_50,C18,1.0,50.0
C181Reporter.intensity.21,1172,22.81,PDAC,Reporter.intensity.21,C18,8.49142971858559,dAL_1k_Proto29_50,C18,1.0,50.0
C181Reporter.intensity.22,1173,23.0,PDAC,Reporter.intensity.22,C18,8.50094772693426,dAL_1k_Proto29_50,C18,1.0,50.0
C181Reporter.intensity.24,1175,36.78,Melanoma,Reporter.intensity.24,C18,10.3494169843315,dAL_1k_Proto29_50,C18,1.0,50.0
C181Reporter.intensity.25,1176,18.28,Monocyte,Reporter.intensity.25,C18,7.91965371169865,dAL_1k_Proto29_50,C18,1.0,50.0
C181Reporter.intensity.26,1177,19.79,Monocyte,Reporter.intensity.26,C18,8.30378213256264,dAL_1k_Proto29_50,C18,1.0,50.0
C181Reporter.intensity.27,1178,26.28,PDAC,Reporter.intensity.27,C18,8.9613615038134,dAL_1k_Proto29_50,C18,1.0,50.0
C181Reporter.intensity.28,1179,24.45,Melanoma,Reporter.intensity.28,C18,8.63265235701828,dAL_1k_Proto29_50,C18,1.0,50.0
C181Reporter.intensity.29,1180,21.53,Melanoma,Reporter.intensity.29,C18,8.46349509139875,dAL_1k_Proto29_50,C18,1.0,50.0
C181Reporter.intensity.31,1182,28.69,PDAC,Reporter.intensity.31,C18,9.1689401772711,dAL_1k_Proto29_50,C18,1.0,50.0
C181Reporter.intensity.32,1183,30.46,PDAC,Reporter.intensity.32,C18,8.94102935511525,dAL_1k_Proto29_50,C18,1.0,50.0
C181Reporter.intensity.4,1184,23.69,PDAC,Reporter.intensity.4,C18,8.29374798867749,dAL_1k_Proto29_50,C18,1.0,50.0
C181Reporter.intensity.5,1185,26.57,Melanoma,Reporter.intensity.5,C18,9.5257304999934,dAL_1k_Proto29_50,C18,1.0,50.0
C181Reporter.intensity.6,1186,24.66,Monocyte,Reporter.intensity.6,C18,8.5040659374969,dAL_1k_Proto29_50,C18,1.0,50.0
C181Reporter.intensity.7,1187,22.73,Monocyte,Reporter.intensity.7,C18,9.10489189649976,dAL_1k_Proto29_50,C18,1.0,50.0
C181Reporter.intensity.8,1188,22.58,PDAC,Reporter.intensity.8,C18,8.33621850676718,dAL_1k_Proto29_50,C18,1.0,50.0
C181Reporter.intensity.9,1189,24.31,PDAC,Reporter.intensity.9,C18,9.02268032715048,dAL_1k_Proto29_50,C18,1.0,50.0
C191Reporter.intensity.10,1190,20.73,Monocyte,Reporter.intensity.10,C19,8.74019295045736,dAL_1k_Proto29_51,C19,1.0,51.0
C191Reporter.intensity.11,1191,21.7,Monocyte,Reporter.intensity.11,C19,8.62953765612013,dAL_1k_Proto29_51,C19,1.0,51.0
C191Reporter.intensity.12,1192,17.02,Monocyte,Reporter.intensity.12,C19,7.94236140610298,dAL_1k_Proto29_51,C19,1.0,51.0
C191Reporter.intensity.15,1195,26.87,Melanoma,Reporter.intensity.15,C19,9.04945448075221,dAL_1k_Proto29_51,C19,1.0,51.0
C191Reporter.intensity.17,1197,24.1,Monocyte,Reporter.intensity.17,C19,8.87470251074395,dAL_1k_Proto29_51,C19,1.0,51.0
C191Reporter.intensity.18,1198,22.55,Monocyte,Reporter.intensity.18,C19,8.61637817612797,dAL_1k_Proto29_51,C19,1.0,51.0
C191Reporter.intensity.19,1199,27.56,PDAC,Reporter.intensity.19,C19,8.66177934404723,dAL_1k_Proto29_51,C19,1.0,51.0
C191Reporter.intensity.20,1200,24.78,PDAC,Reporter.intensity.20,C19,8.98127033489802,dAL_1k_Proto29_51,C19,1.0,51.0
C191Reporter.intensity.21,1201,24.56,Melanoma,Reporter.intensity.21,C19,8.83710858188802,dAL_1k_Proto29_51,C19,1.0,51.0
C191Reporter.intensity.22,1202,25.99,Melanoma,Reporter.intensity.22,C19,8.95838660488341,dAL_1k_Proto29_51,C19,1.0,51.0
C191Reporter.intensity.24,1204,18.18,Monocyte,Reporter.intensity.24,C19,8.24538706846909,dAL_1k_Proto29_51,C19,1.0,51.0
C191Reporter.intensity.25,1205,28.6,PDAC,Reporter.intensity.25,C19,9.08146357459876,dAL_1k_Proto29_51,C19,1.0,51.0
C191Reporter.intensity.26,1206,26.67,Melanoma,Reporter.intensity.26,C19,8.89132316758826,dAL_1k_Proto29_51,C19,1.0,51.0
C191Reporter.intensity.28,1208,23.07,Monocyte,Reporter.intensity.28,C19,8.49584610106895,dAL_1k_Proto29_51,C19,1.0,51.0
C191Reporter.intensity.29,1209,25.92,PDAC,Reporter.intensity.29,C19,8.84336804149367,dAL_1k_Proto29_51,C19,1.0,51.0
C191Reporter.intensity.30,1210,27.32,PDAC,Reporter.intensity.30,C19,8.73177372173238,dAL_1k_Proto29_51,C19,1.0,51.0
C191Reporter.intensity.31,1211,23.64,PDAC,Reporter.intensity.31,C19,8.47542976074646,dAL_1k_Proto29_51,C19,1.0,51.0
C191Reporter.intensity.32,1212,24.24,Melanoma,Reporter.intensity.32,C19,8.74538518581366,dAL_1k_Proto29_51,C19,1.0,51.0
C191Reporter.intensity.4,1213,20.75,Monocyte,Reporter.intensity.4,C19,8.30907637820467,dAL_1k_Proto29_51,C19,1.0,51.0
C191Reporter.intensity.5,1214,19.43,Monocyte,Reporter.intensity.5,C19,9.27442770231491,dAL_1k_Proto29_51,C19,1.0,51.0
C191Reporter.intensity.6,1215,20.27,PDAC,Reporter.intensity.6,C19,8.00985869014521,dAL_1k_Proto29_51,C19,1.0,51.0
C191Reporter.intensity.7,1216,23.4,PDAC,Reporter.intensity.7,C19,8.97293011871896,dAL_1k_Proto29_51,C19,1.0,51.0
C191Reporter.intensity.9,1218,24.52,Melanoma,Reporter.intensity.9,C19,9.04331223370516,dAL_1k_Proto29_51,C19,1.0,51.0
C201Reporter.intensity.10,1219,19.37,Monocyte,Reporter.intensity.10,C20,8.74802002552156,dAL_1k_Proto29_52,C20,1.0,52.0
C201Reporter.intensity.11,1220,28.48,PDAC,Reporter.intensity.11,C20,9.28334992638623,dAL_1k_Proto29_52,C20,1.0,52.0
C201Reporter.intensity.12,1221,30.4,Melanoma,Reporter.intensity.12,C20,9.24501295799161,dAL_1k_Proto29_52,C20,1.0,52.0
C201Reporter.intensity.13,1222,30.24,Melanoma,Reporter.intensity.13,C20,9.68849646127448,dAL_1k_Proto29_52,C20,1.0,52.0
C201Reporter.intensity.15,1224,21.76,Monocyte,Reporter.intensity.15,C20,8.57967469188182,dAL_1k_Proto29_52,C20,1.0,52.0
C201Reporter.intensity.16,1225,19.93,Monocyte,Reporter.intensity.16,C20,8.42610265843649,dAL_1k_Proto29_52,C20,1.0,52.0
C201Reporter.intensity.17,1226,20.56,PDAC,Reporter.intensity.17,C20,7.9498647252773,dAL_1k_Proto29_52,C20,1.0,52.0
C201Reporter.intensity.19,1228,27.09,Melanoma,Reporter.intensity.19,C20,9.47867365928856,dAL_1k_Proto29_52,C20,1.0,52.0
C201Reporter.intensity.20,1229,21.58,Melanoma,Reporter.intensity.20,C20,8.32784288936588,dAL_1k_Proto29_52,C20,1.0,52.0
C201Reporter.intensity.22,1231,19.64,Monocyte,Reporter.intensity.22,C20,8.3160985909671,dAL_1k_Proto29_52,C20,1.0,52.0
C201Reporter.intensity.23,1232,20.73,PDAC,Reporter.intensity.23,C20,8.37993310743717,dAL_1k_Proto29_52,C20,1.0,52.0
C201Reporter.intensity.24,1233,24.68,Melanoma,Reporter.intensity.24,C20,8.97489810600746,dAL_1k_Proto29_52,C20,1.0,52.0
C201Reporter.intensity.25,1234,35.37,Melanoma,Reporter.intensity.25,C20,10.0075923201752,dAL_1k_Proto29_52,C20,1.0,52.0
C201Reporter.intensity.26,1235,17.96,Monocyte,Reporter.intensity.26,C20,8.12713177725252,dAL_1k_Proto29_52,C20,1.0,52.0
C201Reporter.intensity.27,1236,23.63,PDAC,Reporter.intensity.27,C20,8.54749099423175,dAL_1k_Proto29_52,C20,1.0,52.0
C201Reporter.intensity.28,1237,24.94,PDAC,Reporter.intensity.28,C20,8.25203222332295,dAL_1k_Proto29_52,C20,1.0,52.0
C201Reporter.intensity.29,1238,22.96,PDAC,Reporter.intensity.29,C20,8.66957373691975,dAL_1k_Proto29_52,C20,1.0,52.0
C201Reporter.intensity.30,1239,28.91,Melanoma,Reporter.intensity.30,C20,9.18339203719927,dAL_1k_Proto29_52,C20,1.0,52.0
C201Reporter.intensity.31,1240,21.27,Monocyte,Reporter.intensity.31,C20,8.34819304107532,dAL_1k_Proto29_52,C20,1.0,52.0
C201Reporter.intensity.32,1241,20.18,Monocyte,Reporter.intensity.32,C20,8.39430156800459,dAL_1k_Proto29_52,C20,1.0,52.0
C201Reporter.intensity.4,1242,22.01,PDAC,Reporter.intensity.4,C20,8.45231250301069,dAL_1k_Proto29_52,C20,1.0,52.0
C201Reporter.intensity.5,1243,26.69,PDAC,Reporter.intensity.5,C20,9.38231296599814,dAL_1k_Proto29_52,C20,1.0,52.0
C201Reporter.intensity.6,1244,25.16,Melanoma,Reporter.intensity.6,C20,8.972749313823,dAL_1k_Proto29_52,C20,1.0,52.0
C201Reporter.intensity.7,1245,22.98,Melanoma,Reporter.intensity.7,C20,9.37654906264185,dAL_1k_Proto29_52,C20,1.0,52.0
C201Reporter.intensity.8,1246,21.67,Monocyte,Reporter.intensity.8,C20,8.43629057283639,dAL_1k_Proto29_52,C20,1.0,52.0
C201Reporter.intensity.9,1247,22.12,Monocyte,Reporter.intensity.9,C20,8.86578359809754,dAL_1k_Proto29_52,C20,1.0,52.0
C211Reporter.intensity.10,1248,26.93,PDAC,Reporter.intensity.10,C21,9.36531472278243,dAL_1k_Proto29_53,C21,1.0,53.0
C211Reporter.intensity.11,1249,19.1,PDAC,Reporter.intensity.11,C21,8.09191019168762,dAL_1k_Proto29_53,C21,1.0,53.0
C211Reporter.intensity.12,1250,24.11,Melanoma,Reporter.intensity.12,C21,7.96872583486791,dAL_1k_Proto29_53,C21,1.0,53.0
C211Reporter.intensity.13,1251,25.23,Melanoma,Reporter.intensity.13,C21,9.1906809513639,dAL_1k_Proto29_53,C21,1.0,53.0
C211Reporter.intensity.14,1252,18.91,Monocyte,Reporter.intensity.14,C21,8.88420856273322,dAL_1k_Proto29_53,C21,1.0,53.0
C211Reporter.intensity.16,1254,19.54,Monocyte,Reporter.intensity.16,C21,8.00800286859442,dAL_1k_Proto29_53,C21,1.0,53.0
C211Reporter.intensity.17,1255,21.51,PDAC,Reporter.intensity.17,C21,8.40869915091781,dAL_1k_Proto29_53,C21,1.0,53.0
C211Reporter.intensity.18,1256,31.57,Melanoma,Reporter.intensity.18,C21,9.62390878446583,dAL_1k_Proto29_53,C21,1.0,53.0
C211Reporter.intensity.20,1258,24.5,Melanoma,Reporter.intensity.20,C21,8.89434799283892,dAL_1k_Proto29_53,C21,1.0,53.0
C211Reporter.intensity.22,1260,19.32,Monocyte,Reporter.intensity.22,C21,7.73383409675955,dAL_1k_Proto29_53,C21,1.0,53.0
C211Reporter.intensity.23,1261,21.83,PDAC,Reporter.intensity.23,C21,8.58063158837302,dAL_1k_Proto29_53,C21,1.0,53.0
C211Reporter.intensity.24,1262,23.18,PDAC,Reporter.intensity.24,C21,8.49515909117886,dAL_1k_Proto29_53,C21,1.0,53.0
C211Reporter.intensity.25,1263,24.68,Melanoma,Reporter.intensity.25,C21,9.11887665155719,dAL_1k_Proto29_53,C21,1.0,53.0
C211Reporter.intensity.26,1264,24.24,Melanoma,Reporter.intensity.26,C21,8.28299357188643,dAL_1k_Proto29_53,C21,1.0,53.0
C211Reporter.intensity.27,1265,19.87,Monocyte,Reporter.intensity.27,C21,8.34734029480761,dAL_1k_Proto29_53,C21,1.0,53.0
C211Reporter.intensity.28,1266,18.86,Monocyte,Reporter.intensity.28,C21,7.67606904002049,dAL_1k_Proto29_53,C21,1.0,53.0
C211Reporter.intensity.29,1267,27.83,PDAC,Reporter.intensity.29,C21,8.93892104578022,dAL_1k_Proto29_53,C21,1.0,53.0
C211Reporter.intensity.30,1268,24.07,Melanoma,Reporter.intensity.30,C21,8.62426542667427,dAL_1k_Proto29_53,C21,1.0,53.0
C211Reporter.intensity.31,1269,23.41,Melanoma,Reporter.intensity.31,C21,8.70351509252876,dAL_1k_Proto29_53,C21,1.0,53.0
C211Reporter.intensity.32,1270,18.26,Monocyte,Reporter.intensity.32,C21,8.22005135470539,dAL_1k_Proto29_53,C21,1.0,53.0
C211Reporter.intensity.4,1271,25.52,PDAC,Reporter.intensity.4,C21,8.68453613361654,dAL_1k_Proto29_53,C21,1.0,53.0
C211Reporter.intensity.5,1272,27.02,PDAC,Reporter.intensity.5,C21,9.73849362868679,dAL_1k_Proto29_53,C21,1.0,53.0
C211Reporter.intensity.6,1273,23.15,PDAC,Reporter.intensity.6,C21,8.62838119006517,dAL_1k_Proto29_53,C21,1.0,53.0
C211Reporter.intensity.7,1274,27.65,Melanoma,Reporter.intensity.7,C21,9.55288302851105,dAL_1k_Proto29_53,C21,1.0,53.0
C211Reporter.intensity.8,1275,17.97,Monocyte,Reporter.intensity.8,C21,7.98886642532205,dAL_1k_Proto29_53,C21,1.0,53.0
