"","UMAP_1","UMAP_2","clust","Condition","prot","ins1","Gcg","ins2","id","Raw.file","celltype","channel","Cell_type"
"730",-0.69853359924172,3.51850540297656,"1","ko",-0.48071222952523,0.483509374665159,-0.48071222952523,0.294226527187033,"i837","XwAL00369","ko","Reporter.intensity.9","Beta 1"
"731",-1.95810674966787,-4.29643218857617,"3","wt",-0.679098412453824,-0.407486237064865,-0.679098412453824,-0.150825108441753,"i838","XwAL00369","wt","Reporter.intensity.10","Beta 1"
"732",-3.25735568345998,-3.3303024087605,"3","wt",0.139616388089663,-0.98984366896964,0.139616388089663,-0.1734509914344,"i839","XwAL00369","wt","Reporter.intensity.11","Beta 1"
"733",-2.65014373601888,-0.547431620633316,"5","wt",-0.0227005012421696,-1.31665877816022,-0.0227005012421696,NA,"i84","XwAL00317","wt","Reporter.intensity.12","Beta 1"
"734",-4.76540207208608,-1.28473620755048,"6","wt",-0.212348549397926,-1.38223819946496,-0.212348549397926,-0.307874034940709,"i840","XwAL00369","wt","Reporter.intensity.12","Beta 1"
"735",0.976430065021767,6.13669807570605,"7","wt",1.02591734410052,-0.0398853619370518,1.02591734410052,-0.341475416630855,"i844","XwAL00369","wt","Reporter.intensity.16","Beta 1"
"736",1.34394860921885,5.3683436598125,"1","ko",0.0448806296123846,0.329767678864267,0.0448806296123846,0.365845804570082,"i845","XwAL00369","ko","Reporter.intensity.17","Beta 1"
"737",-1.64932584108327,-3.87568943840833,"3","ko",-0.145597117266467,-0.0379456635141515,-0.145597117266467,-0.0708554460647377,"i846","XwAL00369","ko","Reporter.intensity.18","Beta 1"
"738",-2.51561497987722,3.50577575820117,"1","wt",0.46626579524356,0.466791787796172,0.46626579524356,0.0271378325710685,"i85","XwAL00317","wt","Reporter.intensity.13","Beta 1"
"739",-4.2890527182958,-3.70058291298718,"3","ko",3.15885875937866,-1.69840361139021,3.15885875937866,-0.306110803971235,"i851","XwAL00371","ko","Reporter.intensity.5","Beta 1"
"740",1.26474798379923,-0.634446575170469,"2","ko",-0.58676835584892,0.411208732590168,-0.58676835584892,0.805303136983208,"i852","XwAL00371","ko","Reporter.intensity.6","Beta 1"
"741",-0.528357871784911,3.57498724120288,"1","ko",0.24911800457261,1.11249148222107,0.24911800457261,-0.645481739706311,"i853","XwAL00371","ko","Reporter.intensity.7","Beta 1"
"742",-4.32297348321889,-1.91366796833844,"3","wt",-0.799088779428746,-0.271863843056644,-0.799088779428746,0.0164512365114407,"i854","XwAL00371","wt","Reporter.intensity.8","Beta 1"
"743",-2.20569192708944,-7.37774389130445,"4","wt",0.0405407371066563,0.391598761759161,0.0405407371066563,-0.224523161246654,"i855","XwAL00371","wt","Reporter.intensity.9","Beta 1"
"744",-0.789111428870902,5.51598198073535,"7","wt",-0.872232112286048,0.965395734142012,-0.872232112286048,-0.853526578889924,"i857","XwAL00371","wt","Reporter.intensity.11","Beta 1"
