id,celltype,batch_digest,batch_sort,batch_chromatography,raw.file
i2010,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_14
i2011,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_14
i2012,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_14
i2013,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_14
i2014,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_14
i2016,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_14
i2022,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_28
i2023,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_28
i2024,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_28
i2025,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_28
i2026,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_28
i2027,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_28
i2028,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_28
i2029,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_28
i2030,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_28
i2031,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_28
i2032,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_28
i2037,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_18
i2038,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_18
i2041,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_18
i2042,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_18
i2043,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_18
i2045,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_18
i2046,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_18
i2048,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_18
i2053,sc_u,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_31
i2054,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_31
i2055,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_31
i2056,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_31
i2057,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_31
i2058,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_31
i2059,sc_u,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_31
i2060,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_31
i2062,sc_u,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_31
i2063,sc_u,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_31
i2064,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_31
i2069,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_25
i2070,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_25
i2071,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_25
i2072,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_25
i2073,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_25
i2074,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_25
i2075,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_25
i2076,sc_u,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_25
i2077,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_25
i2078,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_25
i2079,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_25
i2080,sc_u,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_25
i2085,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_11
i2086,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_11
i2087,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_11
i2089,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_11
i2090,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_11
i2091,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_11
i2092,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_11
i2093,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_11
i2094,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_11
i2095,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_11
i2096,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_11
i2101,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_13
i2102,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_13
i2103,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_13
i2104,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_13
i2105,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_13
i2106,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_13
i2107,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_13
i2108,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_13
i2109,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_13
i2110,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_13
i2111,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_13
i2112,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_13
i2117,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_15
i2118,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_15
i2119,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_15
i2120,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_15
i2121,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_15
i2122,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_15
i2123,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_15
i2124,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_15
i2125,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_15
i2126,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_15
i2127,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_15
i2128,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_15
i2133,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_25
i2134,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_25
i2135,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_25
i2136,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_25
i2137,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_25
i2138,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_25
i2139,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_25
i2140,sc_u,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_25
i2141,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_25
i2143,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_25
i2144,sc_u,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_25
i2149,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_17
i2150,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_17
i2151,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_17
i2153,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_17
i2154,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_17
i2155,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_17
i2156,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_17
i2157,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_17
i2158,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_17
i2159,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_17
i2160,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_17
i2165,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_9
i2167,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_9
i2168,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_9
i2169,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_9
i2170,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_9
i2171,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_9
i2172,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_9
i2173,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_9
i2174,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_9
i2175,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_9
i2176,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_9
i2181,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_16
i2182,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_16
i2183,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_16
i2184,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_16
i2185,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_16
i2186,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_16
i2187,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_16
i2188,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_16
i2189,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_16
i2190,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_16
i2191,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_16
i2192,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_16
i2197,sc_u,T,s9,LCB7,X191104S_LCB7_X_APNOV16plex_Set_2
i2199,sc_m0,T,s9,LCB7,X191104S_LCB7_X_APNOV16plex_Set_2
i2201,sc_m0,T,s9,LCB7,X191104S_LCB7_X_APNOV16plex_Set_2
i2202,sc_m0,T,s9,LCB7,X191104S_LCB7_X_APNOV16plex_Set_2
i2203,sc_m0,T,s9,LCB7,X191104S_LCB7_X_APNOV16plex_Set_2
i2204,sc_m0,T,s9,LCB7,X191104S_LCB7_X_APNOV16plex_Set_2
i2205,sc_u,T,s9,LCB7,X191104S_LCB7_X_APNOV16plex_Set_2
i2206,sc_m0,T,s9,LCB7,X191104S_LCB7_X_APNOV16plex_Set_2
i2207,sc_m0,T,s9,LCB7,X191104S_LCB7_X_APNOV16plex_Set_2
i2208,sc_m0,T,s9,LCB7,X191104S_LCB7_X_APNOV16plex_Set_2
i2212,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AB
i2213,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AB
i2214,sc_u,Q,s8,LCA10,X190321S_LCA10_X_FP97AB
i2216,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AB
i2218,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AB
i2228,sc_u,Q,s8,LCA10,X190321S_LCA10_X_FP97AP
i2230,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AP
i2233,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AP
i2234,sc_u,Q,s8,LCA10,X190321S_LCA10_X_FP97AP
i2244,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AH
i2245,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AH
i2246,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AH
i2247,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94AH
i2248,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AH
i2250,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AH
i2251,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94AH
i2260,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AA
i2261,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AA
i2262,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AA
i2263,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AA
i2265,sc_u,Q,s8,LCA10,X190321S_LCA10_X_FP97AA
i2276,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AD
i2277,sc_u,Q,s8,LCA10,X190321S_LCA10_X_FP97AD
i2278,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AD
i2280,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AD
i2281,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AD
i2282,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AD
i2283,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AD
i2292,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AG
i2293,sc_u,Q,s8,LCA10,X190321S_LCA10_X_FP97AG
i2294,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AG
i2296,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AG
i2297,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AG
i2298,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AG
i2309,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AI
i2310,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AI
i2311,sc_u,Q,s8,LCA10,X190321S_LCA10_X_FP97AI
i2313,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AI
i2314,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AI
i2325,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AJ
i2326,sc_u,Q,s8,LCA10,X190321S_LCA10_X_FP97AJ
i2327,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AJ
i2330,sc_u,Q,s8,LCA10,X190321S_LCA10_X_FP97AJ
i2340,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AK
i2341,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AK
i2347,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AK
i2356,sc_u,Q,s8,LCA10,X190321S_LCA10_X_FP97AN
i2357,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AN
i2358,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AN
i2360,sc_u,Q,s8,LCA10,X190321S_LCA10_X_FP97AN
i2363,sc_u,Q,s8,LCA10,X190321S_LCA10_X_FP97AN
i2389,sc_u,Q,s8,LCA10,X190321S_LCA10_X_FP97BC
i2390,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BC
i2391,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BC
i2394,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BC
i2395,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BC
i2405,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BG
i2407,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BG
i2408,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BG
i2409,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BG
i2423,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BM
i2424,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BM
i2427,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BM
i2436,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BP
i2437,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BP
i2439,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BP
i2442,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BP
i2453,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_29
i2454,sc_u,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_29
i2455,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_29
i2456,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_29
i2458,sc_u,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_29
i2459,sc_u,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_29
i2460,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_29
i2461,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_29
i2462,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_29
i2463,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_29
i2464,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_29
i2470,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_28
i2471,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_28
i2472,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_28
i2473,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_28
i2474,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_28
i2475,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_28
i2476,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_28
i2477,sc_u,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_28
i2478,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_28
i2479,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_28
i2480,sc_u,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_28
i2484,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AA
i2485,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AA
i2486,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AA
i2487,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AA
i2500,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94AE
i2503,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AE
i2504,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AE
i2505,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AE
i2506,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94AE
i2516,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AM
i2519,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94AM
i2520,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AM
i2522,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AM
i2532,sc_u,Q,s8,LCA10,X190321S_LCA10_X_FP97BD
i2533,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BD
i2534,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BD
i2536,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BD
i2538,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BD
i2549,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AP
i2550,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AP
i2551,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94AP
i2552,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AP
i2553,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AP
i2555,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AP
i2564,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AB
i2565,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AB
i2566,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94AB
i2567,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94AB
i2570,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AB
i2580,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94AC
i2581,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AC
i2582,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AC
i2584,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AC
i2585,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AC
i2586,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AC
i2596,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AJ
i2597,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AJ
i2613,sc_u,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_16
i2615,sc_u,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_16
i2616,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_16
i2617,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_16
i2618,sc_u,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_16
i2619,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_16
i2620,sc_u,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_16
i2621,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_16
i2622,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_16
i2623,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_16
i2624,sc_u,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_16
i2629,sc_u,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_2
i2630,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_2
i2633,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_2
i2634,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_2
i2635,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_2
i2636,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_2
i2638,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_2
i2645,sc_u,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_11
i2646,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_11
i2647,sc_u,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_11
i2649,sc_u,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_11
i2650,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_11
i2651,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_11
i2652,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_11
i2653,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_11
i2654,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_11
i2655,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_11
i2663,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AK
i2664,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AK
i2665,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94AK
i2666,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AK
i2676,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94BJ
i2677,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BJ
i2678,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BJ
i2680,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BJ
i2681,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BJ
i2683,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BJ
i2693,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AN
i2694,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AN
i2695,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94AN
i2696,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94AN
i2698,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AN
i2708,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AL
i2709,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AL
i2710,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AL
i2711,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AL
i2712,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AL
i2714,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AL
i2715,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AL
i2725,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AO
i2726,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AO
i2727,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94AO
i2728,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94AO
i2729,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AO
i2730,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AO
i2731,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AO
i2742,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_16
i2743,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_16
i2744,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_16
i2745,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_16
i2746,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_16
i2747,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_16
i2748,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_16
i2749,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_16
i2750,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_16
i2751,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_16
i2757,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_2
i2758,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_2
